,sumA,sumO,sumE,sumN,sumC,age
15058,17,12,1,-23,10,32
15059,16,23,-6,-24,0,32
15060,18,23,-16,-15,2,32
15061,24,18,-6,-1,16,32
15062,17,9,-3,-22,3,32
15063,18,18,2,-14,12,32
15064,15,8,-15,-20,7,32
15065,16,9,-11,-11,18,32
15066,6,17,-5,-7,-1,32
15067,24,22,-7,-14,13,32
15068,25,19,8,-18,-1,32
15069,12,20,-11,-19,-6,32
15070,-10,16,-15,-16,6,32
15071,23,21,2,-10,15,33
15072,14,20,-7,-10,13,33
15073,19,16,-5,-16,5,33
15074,2,12,-11,-10,7,33
15075,18,14,4,-27,7,33
15076,10,11,-7,-9,4,33
15077,21,21,-9,-10,2,33
15078,15,5,-5,-27,-1,33
15079,8,17,-20,-18,-8,33
15080,10,9,-16,-20,3,33
15081,22,13,-7,-6,9,33
15082,19,18,-3,-4,8,33
15083,22,24,11,-16,2,33
15084,13,13,2,-30,5,33
15085,22,22,-7,-18,16,33
15086,24,17,-1,-14,16,33
15087,3,7,-10,-29,6,33
15088,16,12,-7,-23,13,33
15089,20,3,6,-15,10,33
15090,15,13,-20,-18,-7,33
15091,17,17,-10,-18,7,33
15092,9,9,-3,-18,2,33
15093,19,21,-18,-15,5,33
15094,21,22,12,-13,12,33
15095,1,18,13,-29,-5,33
15096,16,16,-15,-23,5,33
15097,12,13,2,-12,7,33
15098,14,16,-5,-11,0,33
15099,10,18,-3,-12,11,33
15100,19,11,1,-34,-3,33
15101,24,17,-1,-26,15,33
15102,-4,20,-15,-15,-9,33
15103,13,25,-7,-32,-4,33
15104,9,13,0,-19,6,33
15105,20,19,7,-25,8,33
15106,24,25,-11,-22,1,33
15107,10,14,-6,-14,9,33
15108,23,17,-10,-10,17,33
15109,17,10,0,-7,12,33
15110,21,13,-3,-17,5,33
15111,-3,7,-12,-6,1,33
15112,16,16,2,-5,8,33
15113,20,13,4,-21,11,33
15114,23,18,11,-14,0,33
15115,12,18,-6,-14,7,33
15116,15,17,-2,-15,-2,33
15117,21,11,-3,-28,-2,33
15118,6,22,-15,-7,5,33
15119,22,18,7,-5,11,33
15120,-3,20,-12,-8,-7,33
15121,14,13,0,-20,5,33
15122,21,17,3,-18,9,33
15123,8,5,-5,-21,6,33
15124,22,19,4,-27,7,33
15125,12,13,-3,-17,1,33
15126,10,12,9,-15,-2,33
15127,9,10,-13,-24,9,33
15128,21,14,-2,-10,13,33
15129,25,12,-8,-14,5,33
15130,9,3,-10,-28,0,33
15131,-5,21,-19,-11,3,33
15132,19,7,7,-21,12,33
15133,15,23,-2,-3,-10,33
15134,19,21,1,-19,17,33
15135,16,15,-4,-12,13,33
15136,17,15,-8,-30,-4,33
15137,21,26,-15,-16,-3,33
15138,13,10,5,-25,4,33
15139,10,21,-4,-10,11,33
15140,16,12,-9,-11,8,33
15141,13,25,0,-24,1,33
15142,2,11,6,-32,-7,33
15143,11,19,5,-9,1,33
15144,23,26,8,-28,-14,33
15145,25,24,9,0,11,33
15146,21,9,-16,-14,12,33
15147,21,17,-3,-8,11,33
15148,11,22,-3,-23,11,33
15149,3,12,-23,-28,-4,33
15150,-1,5,-11,-18,10,33
15151,19,21,10,-1,16,33
15152,11,15,10,-4,1,33
15153,-6,-4,-13,-16,4,33
15154,11,6,-8,-22,8,33
15155,14,12,-11,-28,6,33
15156,19,19,2,-24,2,33
15157,26,10,4,0,11,33
15158,3,16,-12,-17,2,33
15159,11,18,-6,-17,2,33
15160,13,2,-6,-23,-1,33
15161,20,13,-14,-7,13,33
15162,21,20,-4,-19,-1,33
15163,26,25,6,-24,8,33
15164,22,21,7,-33,-14,33
15165,22,9,-12,-18,18,33
15166,23,17,6,-11,3,33
15167,20,14,1,-24,-3,33
15168,22,18,-4,-25,-3,33
15169,8,8,-14,-28,-3,33
15170,6,9,-10,-11,0,33
15171,18,15,-17,-19,11,33
15172,0,12,-13,-12,1,33
15173,13,18,-2,-27,13,33
15174,21,19,4,-17,6,33
15175,-8,15,-26,-15,5,33
15176,2,15,1,-15,1,33
15177,23,20,0,-24,6,33
15178,25,21,-2,-15,2,33
15179,25,18,0,-3,16,33
15180,16,17,-11,-21,0,33
15181,10,20,-11,-22,3,33
15182,15,17,-4,-19,-8,33
15183,14,13,-2,-19,4,33
15184,20,17,-5,-29,2,33
15185,22,16,2,-14,15,33
15186,4,17,-19,-13,12,33
15187,6,20,-11,-18,0,33
15188,16,22,-19,-27,-9,33
15189,10,6,-4,-21,2,33
15190,26,25,-1,-2,11,33
15191,18,24,-5,-12,0,33
15192,21,18,-14,-21,4,33
15193,16,14,-8,-18,6,33
15194,0,14,-18,-13,8,33
15195,14,24,-3,-16,9,33
15196,15,20,1,-32,1,33
15197,18,16,7,-5,11,33
15198,19,26,9,-25,11,33
15199,15,12,-4,-9,-1,33
15200,11,7,-10,-18,5,33
15201,14,6,-26,-22,2,33
15202,19,19,-9,-18,6,33
15203,12,17,-16,-1,-3,33
15204,13,21,-15,-29,11,33
15205,26,21,-1,-14,1,33
15206,6,24,4,-21,6,33
15207,15,24,-4,-9,4,33
15208,16,20,1,-25,12,33
15209,17,10,-18,-27,2,33
15210,23,12,-10,-25,1,33
15211,3,19,-1,-23,4,33
15212,1,4,-8,-23,-3,33
15213,22,15,7,-11,10,33
15214,13,3,2,-19,-1,33
15215,8,20,5,-22,7,33
15216,18,24,-10,-26,-6,33
15217,24,12,-13,-23,3,33
15218,16,21,2,-27,6,33
15219,20,24,-8,-14,17,33
15220,11,1,-7,-27,12,33
15221,12,10,1,-12,0,33
15222,13,23,7,-20,7,33
15223,23,26,0,-21,13,33
15224,15,20,-6,-27,6,33
15225,19,16,-14,-26,-4,33
15226,20,9,6,-14,20,33
15227,9,13,-19,-24,16,33
15228,11,22,-12,-25,-1,33
15229,16,17,1,-18,-3,33
15230,20,8,0,-19,9,33
15231,14,23,0,-28,10,33
15232,19,20,-7,-23,10,33
15233,23,14,-5,-20,-2,33
15234,24,22,2,-10,13,33
15235,20,20,-5,-23,8,33
15236,13,9,-15,-26,3,33
15237,11,7,-15,-17,11,33
15238,26,15,4,-4,17,33
15239,-3,-7,-23,-36,-17,33
15240,26,15,7,-18,19,33
15241,16,-1,-20,-24,14,33
15242,19,16,-1,-11,12,33
15243,24,21,-13,-11,20,33
15244,18,22,-7,-21,-8,33
15245,21,15,-10,-21,1,33
15246,24,11,-8,-25,13,33
15247,16,19,1,-8,11,33
15248,19,22,-6,-16,8,33
15249,13,12,7,-23,3,33
15250,22,23,-5,-16,-3,33
15251,11,9,7,-14,-1,33
15252,3,14,4,-9,8,33
15253,10,24,-3,-31,0,33
15254,-2,16,-16,-12,3,33
15255,21,23,4,-7,0,33
15256,4,5,-23,-31,1,33
15257,14,19,-4,-8,0,33
15258,17,10,-2,-21,1,33
15259,13,5,-18,-13,9,33
15260,19,12,-7,-19,0,33
15261,19,15,-8,-22,1,33
15262,18,18,-8,-26,11,33
15263,19,13,6,-19,1,33
15264,21,15,11,-16,5,33
15265,21,22,-2,-10,5,33
15266,1,16,-15,-11,-4,33
15267,17,21,-12,-8,10,33
15268,12,14,6,-23,9,33
15269,15,12,-4,-21,2,33
15270,21,26,9,-20,0,33
15271,18,20,-1,-12,-1,33
15272,24,14,-10,-31,1,33
15273,6,12,-3,-30,-3,33
15274,16,10,-8,-28,-3,33
15275,24,22,-12,-16,1,33
15276,24,26,0,-8,11,33
15277,16,16,3,-25,3,33
15278,9,14,2,-27,13,33
15279,23,23,-5,-18,5,33
15280,3,14,-11,-14,-3,33
15281,11,7,-6,-26,-4,33
15282,15,3,2,-25,6,33
15283,13,10,-5,-23,4,33
15284,12,13,-14,-13,9,33
15285,20,20,4,-19,1,33
15286,18,16,-10,-12,13,33
15287,6,10,-16,-22,-3,33
15288,26,24,10,0,19,33
15289,9,8,-8,-14,14,33
15290,23,25,5,-30,-5,33
15291,6,18,-1,-22,17,33
15292,13,12,-3,-24,7,33
15293,21,17,9,-14,14,33
15294,18,19,0,-28,14,33
15295,21,2,14,-28,-11,33
15296,14,18,-8,-29,-6,33
15297,25,15,-8,-5,16,33
15298,3,12,-12,-24,-1,33
15299,12,18,-15,-24,7,33
15300,16,16,-15,-32,0,33
15301,7,18,-4,-9,2,33
15302,16,13,-11,-12,4,33
15303,19,10,-15,-25,12,33
15304,26,25,2,-6,15,33
15305,24,22,11,-8,5,33
15306,13,19,-7,-22,-2,33
15307,12,11,-19,-20,17,33
15308,18,22,10,-15,-7,33
15309,13,15,2,-11,13,33
15310,20,15,7,-23,5,33
15311,22,24,4,2,17,33
15312,14,14,1,-10,8,33
15313,24,22,9,-9,11,33
15314,20,21,-6,-8,7,33
15315,15,19,-14,-34,8,33
15316,18,20,-11,-20,7,33
15317,6,13,-19,-5,7,33
15318,20,10,-9,-22,1,33
15319,19,17,-2,-20,4,33
15320,18,21,0,-20,0,33
15321,10,12,-3,-18,12,33
15322,-1,15,-19,-16,-5,33
15323,21,9,-16,-25,3,33
15324,15,12,0,-4,11,33
15325,25,20,5,-5,17,33
15326,22,22,3,-19,0,33
15327,23,25,9,-7,14,34
15328,25,25,5,-11,12,34
15329,20,17,-8,-15,6,34
15330,24,17,6,-11,-2,34
15331,23,17,7,-24,5,34
15332,11,3,-16,-28,-12,34
15333,21,17,-8,-10,16,34
15334,19,2,-2,-15,7,34
15335,17,11,-11,-14,9,34
15336,26,24,11,-12,19,34
15337,8,12,-8,-22,3,34
15338,7,15,-7,-16,11,34
15339,26,25,-1,-24,3,34
15340,20,22,5,-4,15,34
15341,8,3,-9,-23,3,34
15342,22,23,10,-9,5,34
15343,11,19,-11,-21,-5,34
15344,20,15,-9,-10,20,34
15345,19,19,-4,-13,-5,34
15346,14,18,6,-10,-1,34
15347,24,22,6,-9,8,34
15348,12,18,-4,-16,10,34
15349,16,18,9,-19,0,34
15350,24,22,7,-1,9,34
15351,17,14,-5,-18,9,34
15352,23,15,8,-16,15,34
15353,11,19,4,-21,11,34
15354,8,16,-14,-20,2,34
15355,23,16,-3,-11,6,34
15356,24,17,6,0,20,34
15357,10,9,4,-10,9,34
15358,14,13,-5,-28,6,34
15359,9,5,-21,-28,6,34
15360,19,18,-15,-21,-5,34
15361,23,18,7,-6,12,34
15362,7,15,-17,-26,-1,34
15363,26,13,-18,-18,20,34
15364,17,18,-5,-25,-5,34
15365,10,18,1,-24,11,34
15366,25,12,3,-11,8,34
15367,16,18,-4,-28,9,34
15368,13,14,-14,-16,3,34
15369,21,16,-4,-33,7,34
15370,-2,22,-12,-23,-1,34
15371,12,21,-15,-14,3,34
15372,22,19,13,-8,11,34
15373,10,8,-16,-8,0,34
15374,21,19,13,-25,-8,34
15375,18,24,-9,-27,4,34
15376,14,17,-8,-7,11,34
15377,19,20,-19,-25,5,34
15378,10,16,-10,-18,12,34
15379,5,11,-1,-27,5,34
15380,14,16,-3,-9,8,34
15381,-2,17,-13,-23,-9,34
15382,25,23,13,-8,11,34
15383,18,19,7,1,12,34
15384,21,18,4,-2,15,34
15385,20,12,1,-18,4,34
15386,16,8,-11,-21,4,34
15387,7,18,-10,-13,-6,34
15388,12,10,-5,-9,6,34
15389,26,24,8,2,20,34
15390,21,25,6,-4,3,34
15391,13,7,-8,-11,4,34
15392,10,10,-13,-21,2,34
15393,12,19,-13,-33,-4,34
15394,14,16,-15,-29,8,34
15395,26,24,11,-15,-4,34
15396,5,10,-15,-30,6,34
15397,12,6,-5,-7,7,34
15398,24,17,1,-31,7,34
15399,6,22,-1,-8,6,34
15400,15,18,-3,-34,-1,34
15401,14,26,-22,-30,16,34
15402,14,24,0,-20,2,34
15403,24,20,5,0,12,34
15404,19,18,-7,-13,8,34
15405,6,20,-12,-31,-5,34
15406,21,15,11,-15,-9,34
15407,20,11,3,-15,2,34
15408,26,26,0,-23,2,34
15409,12,20,9,-21,-5,34
15410,-9,14,-10,-7,-5,34
15411,14,24,-3,-20,14,34
15412,13,15,-1,-18,-4,34
15413,12,23,-15,-26,7,34
15414,9,5,-15,-31,2,34
15415,13,4,-4,-25,-2,34
15416,18,21,1,-33,3,34
15417,15,19,3,-11,10,34
15418,19,12,-14,-20,16,34
15419,21,12,3,-24,5,34
15420,19,6,-2,-18,12,34
15421,6,18,2,-13,7,34
15422,15,20,2,-8,10,34
15423,16,10,-8,-26,-3,34
15424,-2,15,-10,-5,17,34
15425,9,19,-1,-16,7,34
15426,16,19,3,-12,4,34
15427,15,18,5,-14,-5,34
15428,8,12,-24,-30,0,34
15429,15,16,2,-32,11,34
15430,4,12,2,-15,5,34
15431,25,9,-12,-15,11,34
15432,18,17,-1,-12,-1,34
15433,18,12,-8,-13,14,34
15434,15,22,-16,-6,5,34
15435,12,17,-12,-12,8,34
15436,15,16,-10,-34,9,34
15437,18,12,-7,-28,5,34
15438,22,23,-1,-25,-1,34
15439,12,14,-15,-20,5,34
15440,20,14,-16,-12,7,34
15441,22,21,-2,-7,7,34
15442,3,15,2,-17,-2,34
15443,17,24,-11,-15,8,34
15444,22,20,9,-9,14,34
15445,23,19,5,-9,11,34
15446,6,16,-11,-16,-5,34
15447,11,16,-4,-9,-3,34
15448,19,20,0,-23,14,34
15449,13,26,6,-10,0,34
15450,2,14,-18,-12,-3,34
15451,21,21,-13,-34,-4,34
15452,18,9,-10,-11,5,34
15453,17,13,11,-21,0,34
15454,13,1,1,-18,4,34
15455,4,17,-11,-32,6,34
15456,13,20,11,-8,3,34
15457,11,12,-8,-8,10,34
15458,1,15,-17,-23,11,34
15459,19,7,-19,-16,-1,34
15460,14,23,-10,-12,6,34
15461,6,24,-22,-35,13,34
15462,8,19,-17,-23,1,34
15463,19,10,2,-15,7,34
15464,17,26,4,-8,4,34
15465,5,-3,1,-16,-5,34
15466,20,25,-11,-16,5,34
15467,7,11,-17,-28,1,34
15468,5,21,-19,-10,4,34
15469,17,4,2,-22,11,34
15470,19,4,4,-16,-4,34
15471,20,16,-4,-7,-10,34
15472,12,10,-3,-14,3,34
15473,25,19,5,-2,-3,34
15474,17,21,-14,-16,11,34
15475,18,13,8,-17,5,34
15476,13,15,-21,-36,-1,34
15477,25,23,9,-5,5,34
15478,14,10,-12,-23,4,34
15479,-7,16,0,-9,1,34
15480,19,23,7,-1,14,34
15481,4,1,-15,-21,8,34
15482,7,20,3,-15,0,34
15483,19,21,0,-31,13,34
15484,10,14,-22,-29,0,34
15485,18,12,-13,-13,7,34
15486,20,14,11,-6,7,34
15487,24,20,-8,-8,16,34
15488,18,13,5,-12,12,34
15489,26,13,2,-14,12,34
15490,19,22,3,-18,14,34
15491,17,20,3,-12,1,34
15492,15,5,-5,-25,2,34
15493,25,18,3,-16,11,34
15494,20,24,11,-26,4,34
15495,16,17,-3,-18,-2,34
15496,12,13,-18,-19,-6,34
15497,22,24,13,-17,12,34
15498,19,16,-7,-17,2,34
15499,22,18,13,-8,8,34
15500,22,15,-2,-17,5,34
15501,8,19,-5,-19,9,34
15502,21,17,2,-12,9,34
15503,13,18,-11,-16,9,34
15504,20,13,3,-7,7,34
15505,7,16,-1,-11,0,34
15506,22,13,-9,-27,10,34
15507,7,21,2,-19,4,34
15508,20,14,-16,-9,-2,34
15509,6,5,-6,-14,5,34
15510,15,11,-2,-15,10,34
15511,19,16,1,-13,5,34
15512,14,23,5,-7,10,34
15513,2,9,-9,-26,12,34
15514,22,22,-16,-14,7,34
15515,23,13,6,-10,14,34
15516,15,19,2,-17,5,34
15517,5,7,1,-20,-3,34
15518,26,24,0,-11,-8,34
15519,-2,19,0,-20,-4,34
15520,0,17,-26,-37,8,34
15521,23,25,9,-1,3,34
15522,22,5,-7,-21,3,34
15523,20,17,-7,-27,8,34
15524,13,18,0,-14,11,34
15525,18,12,-13,-18,3,34
15526,3,11,-14,-10,-10,34
15527,26,25,7,-12,11,34
15528,11,9,-12,-14,-9,34
15529,14,23,1,-17,0,34
15530,8,13,-9,-17,12,34
15531,14,14,-5,-9,1,34
15532,12,4,-7,-20,2,34
15533,11,16,0,-15,10,34
15534,17,18,-7,-26,4,34
15535,17,8,-21,-25,10,34
15536,22,25,-10,-14,10,34
15537,18,17,8,-24,3,34
15538,12,20,-7,-14,5,34
15539,13,13,-6,-9,4,34
15540,20,12,4,-4,10,34
15541,8,18,7,-6,-4,34
15542,20,16,-18,-26,7,34
15543,11,10,-16,-13,8,34
15544,0,15,-22,-10,1,34
15545,19,8,6,-22,-2,34
15546,22,18,12,-21,13,34
15547,15,16,-6,-6,13,34
15548,22,12,-20,-32,12,34
15549,22,17,-14,-18,9,34
15550,24,20,-14,-14,-2,34
15551,19,19,9,-16,7,34
15552,21,17,-19,-12,12,34
15553,14,14,-5,-16,6,34
15554,10,8,-8,-20,3,34
15555,11,14,-6,-19,5,34
15556,17,19,7,-34,-4,34
15557,11,12,-1,-31,8,34
15558,12,4,-14,-14,1,34
15559,22,23,0,-27,0,34
15560,23,24,-3,-13,7,34
15561,24,20,-1,-1,14,34
15562,24,25,-5,-16,7,34
15563,23,21,-14,-19,2,34
15564,10,12,-3,-31,-7,34
15565,19,15,-2,-9,11,34
15566,15,17,-7,-5,-2,35
15567,22,18,6,-7,10,35
15568,16,23,-4,-7,6,35
15569,15,19,-13,-23,6,35
15570,22,12,8,-14,17,35
15571,16,19,-18,-23,3,35
15572,18,17,-15,-30,-3,35
15573,18,21,4,-31,9,35
15574,10,22,-13,-26,0,35
15575,1,10,-6,-30,13,35
15576,5,19,-5,-17,-3,35
15577,14,22,-1,-11,6,35
15578,6,13,-15,-21,9,35
15579,18,16,4,-10,1,35
15580,7,5,-6,-19,1,35
15581,20,21,-4,-5,13,35
15582,18,11,-9,-7,8,35
15583,21,20,1,-18,8,35
15584,24,22,10,-25,-11,35
15585,26,20,-2,-27,16,35
15586,22,20,10,-1,13,35
15587,24,14,1,-7,19,35
15588,11,18,2,-9,14,35
15589,17,20,-2,-9,6,35
15590,24,17,11,-15,5,35
15591,25,11,7,-13,1,35
15592,22,17,3,-23,5,35
15593,14,24,9,-12,7,35
15594,3,22,-10,-29,-1,35
15595,24,14,-4,-34,20,35
15596,10,11,-5,-18,3,35
15597,11,14,-13,-25,7,35
15598,16,19,3,-2,5,35
15599,11,23,-11,-23,4,35
15600,10,20,9,-17,7,35
15601,26,18,-6,-6,16,35
15602,21,17,-4,-24,11,35
15603,12,19,-5,-14,0,35
15604,6,6,-13,-28,3,35
15605,2,12,-14,-24,4,35
15606,25,19,-4,-28,1,35
15607,21,11,-5,-18,-6,35
15608,15,22,1,-8,7,35
15609,16,16,-10,-16,5,35
15610,17,14,-8,-8,9,35
15611,20,26,-10,-22,5,35
15612,9,12,-9,-17,7,35
15613,24,17,3,-18,9,35
15614,23,26,2,-17,-4,35
15615,16,10,-16,-31,12,35
15616,18,24,3,-18,12,35
15617,26,11,14,-6,-4,35
15618,19,7,-15,-33,-5,35
15619,17,19,3,-12,6,35
15620,24,23,13,-19,18,35
15621,14,5,-4,-36,-4,35
15622,5,16,-7,-21,-1,35
15623,21,17,1,-20,4,35
15624,14,13,-10,-26,-4,35
15625,11,8,-8,-14,10,35
15626,-3,19,-24,-14,7,35
15627,12,23,10,-15,16,35
15628,22,24,-1,-15,6,35
15629,16,11,-9,-27,7,35
15630,16,7,-16,-19,3,35
15631,18,24,5,-34,6,35
15632,9,4,-8,-27,5,35
15633,21,18,-11,-13,13,35
15634,15,1,-1,-21,3,35
15635,17,22,9,-29,-7,35
15636,13,17,-4,-7,2,35
15637,1,21,4,-8,-9,35
15638,13,10,-12,-18,5,35
15639,23,20,11,-11,9,35
15640,15,20,7,-31,1,35
15641,16,19,-1,-10,16,35
15642,13,13,-15,-13,2,35
15643,26,23,7,-24,5,35
15644,14,22,-13,-28,2,35
15645,16,16,-12,-16,-2,35
15646,-1,9,-23,-12,-3,35
15647,20,14,3,-14,12,35
15648,10,3,-9,-23,-1,35
15649,16,16,-22,-19,9,35
15650,21,23,-1,-22,1,35
15651,22,24,-10,-31,-6,35
15652,5,10,-6,-8,10,35
15653,19,19,6,-24,6,35
15654,25,17,1,-18,2,35
15655,22,23,3,-17,6,35
15656,16,21,2,-24,2,35
15657,12,13,3,-10,15,35
15658,13,11,-15,-32,4,35
15659,20,17,-16,-22,-5,35
15660,19,9,-5,-6,4,35
15661,17,16,3,-18,15,35
15662,12,14,-10,-11,9,35
15663,19,19,7,-10,11,35
15664,5,9,-5,-27,-3,35
15665,16,7,-5,-22,10,35
15666,10,10,-26,-38,-4,35
15667,15,12,-1,-15,3,35
15668,5,19,5,-16,6,35
15669,18,18,5,-17,9,35
15670,22,19,-8,-11,-2,35
15671,7,17,-10,-13,-7,35
15672,20,16,3,-21,-2,35
15673,5,15,-12,-30,0,35
15674,16,13,-9,-15,4,35
15675,13,18,-3,-12,8,35
15676,5,22,11,-23,13,35
15677,14,12,4,-9,8,35
15678,6,7,-24,-30,-2,35
15679,20,20,-14,-28,-10,35
15680,26,22,14,-2,20,35
15681,20,14,0,-18,14,35
15682,16,21,-9,-19,-1,35
15683,10,13,-22,-12,5,35
15684,19,12,-10,-21,-2,35
15685,13,0,-10,-22,-1,35
15686,10,14,-10,-23,1,35
15687,24,24,-7,-16,0,35
15688,12,20,-9,-18,4,35
15689,-3,24,-21,-10,-1,35
15690,15,19,4,-6,2,35
15691,0,23,-19,-21,1,35
15692,4,16,10,-27,2,35
15693,14,23,0,-6,3,35
15694,24,21,7,-15,5,35
15695,21,21,11,-6,6,35
15696,19,12,8,-21,-2,35
15697,18,15,1,-5,12,35
15698,11,3,-20,-14,15,35
15699,-2,15,-6,-14,0,35
15700,25,10,7,-24,9,35
15701,10,13,-6,-15,9,35
15702,12,13,-1,-17,2,35
15703,20,13,4,-10,14,35
15704,22,22,14,-3,2,35
15705,17,14,-3,-23,-11,35
15706,4,17,-12,-18,2,35
15707,21,9,-3,-21,15,35
15708,18,24,6,-23,7,35
15709,20,18,-9,-13,4,35
15710,18,19,4,-29,3,35
15711,21,4,-2,-12,10,35
15712,9,6,-11,-19,-3,35
15713,21,8,-11,-25,-1,35
15714,15,13,-6,-5,13,35
15715,16,10,6,-17,3,35
15716,18,12,-14,-17,3,35
15717,20,18,1,-20,5,35
15718,12,21,-3,-26,-2,35
15719,8,17,-4,-18,-15,35
15720,15,23,-7,-12,4,35
15721,17,8,-8,-19,-1,35
15722,16,25,1,-6,4,35
15723,24,20,2,-15,11,35
15724,24,9,0,-16,12,35
15725,10,17,0,-20,-4,35
15726,1,17,8,-5,8,35
15727,11,10,-13,-10,13,35
15728,16,11,-8,-17,-1,35
15729,7,1,-12,-27,-9,35
15730,13,10,-4,-27,-4,35
15731,17,9,-4,-27,4,35
15732,22,12,-8,-18,-9,35
15733,9,6,-8,-10,4,35
15734,25,17,0,-26,-3,35
15735,18,20,-1,-8,10,35
15736,20,16,-14,-19,-5,35
15737,20,12,7,-1,16,35
15738,14,24,-15,-29,3,35
15739,12,11,5,-21,-6,35
15740,1,20,-23,-16,4,35
15741,-13,19,-6,-30,-1,35
15742,20,17,-17,-18,-7,35
15743,19,19,10,-16,7,35
15744,12,6,1,-20,7,35
15745,22,13,-3,-6,15,35
15746,6,18,-6,-13,6,35
15747,11,17,2,-9,7,35
15748,15,11,-5,-13,7,35
15749,11,23,-10,-20,8,35
15750,19,17,-3,-9,4,35
15751,24,16,-7,-23,11,35
15752,20,18,-11,-6,19,35
15753,18,20,5,-9,14,35
15754,10,20,-4,-10,9,35
15755,16,25,3,-3,4,35
15756,14,15,-10,-12,6,35
15757,0,11,-7,-25,3,35
15758,13,8,3,-27,-1,35
15759,19,14,6,-13,-6,35
15760,22,16,-10,-11,11,35
15761,8,24,-3,-30,5,35
15762,6,20,-8,-10,20,35
15763,21,24,-12,-18,5,35
15764,19,17,-18,-12,13,35
15765,26,20,14,-16,7,35
15766,12,4,-6,-19,-4,35
15767,19,15,-6,-8,14,35
15768,15,19,-11,-27,6,35
15769,14,13,-9,-20,2,35
15770,18,21,10,-13,-2,35
15771,20,12,-16,-26,6,35
15772,3,22,4,-10,-4,35
15773,26,24,10,-7,11,35
15774,24,25,-4,-14,14,35
15775,21,17,-6,-15,9,35
15776,26,17,-5,-34,11,35
15777,11,3,-4,-12,7,35
15778,19,18,3,-10,13,35
15779,17,14,10,-11,9,35
15780,18,14,-16,-30,5,35
15781,20,16,-13,-11,3,35
15782,13,19,-2,-30,12,35
15783,15,17,-8,-14,5,35
15784,22,19,-11,-23,6,35
15785,13,11,-14,-32,-5,35
15786,18,21,2,-9,-2,35
15787,19,14,-11,-12,16,35
15788,25,24,10,-5,14,35
15789,15,22,-12,-8,15,35
15790,10,9,-18,-28,9,35
15791,17,23,-10,-6,18,35
15792,23,21,-3,-27,-4,35
15793,22,22,6,-21,15,35
15794,22,26,-6,-9,16,35
15795,15,24,-12,-28,17,35
15796,11,14,-4,-21,-5,35
15797,22,20,9,-4,13,35
15798,17,14,-14,-28,0,35
15799,21,17,12,-11,12,35
15800,24,20,7,-19,10,35
15801,9,18,2,-15,5,35
15802,20,15,-7,-10,5,35
15803,8,11,-5,-11,8,35
15804,11,18,-7,-12,6,36
15805,18,17,-1,-16,3,36
15806,15,18,-9,-16,6,36
15807,20,16,7,-8,6,36
15808,16,16,-1,-11,9,36
15809,9,22,-8,-27,7,36
15810,14,22,1,-13,1,36
15811,15,19,-2,-11,7,36
15812,10,14,-26,-38,4,36
15813,12,15,3,-15,2,36
15814,17,15,-16,-28,7,36
15815,18,22,-22,-32,9,36
15816,12,16,-4,-19,-6,36
15817,13,3,1,-10,12,36
15818,-10,16,-16,-14,4,36
15819,15,22,-18,-30,17,36
15820,12,13,0,-24,-2,36
15821,22,6,-18,-11,18,36
15822,16,20,1,-34,-7,36
15823,20,5,3,-15,12,36
15824,14,22,-15,-22,14,36
15825,24,1,4,-2,13,36
15826,20,22,1,-25,1,36
15827,11,10,-20,-20,10,36
15828,8,12,-12,-30,7,36
15829,15,21,-14,-17,4,36
15830,-5,20,-20,-17,5,36
15831,17,10,6,-11,5,36
15832,12,17,0,-17,1,36
15833,16,14,2,-27,2,36
15834,12,5,-9,-18,4,36
15835,6,13,-22,-24,14,36
15836,14,18,-4,-17,8,36
15837,18,12,8,-24,6,36
15838,3,6,-20,-26,-6,36
15839,18,14,-2,-19,3,36
15840,13,17,7,-10,17,36
15841,13,24,-10,-20,1,36
15842,22,18,0,-7,6,36
15843,22,22,10,-19,4,36
15844,11,17,-7,-7,-4,36
15845,25,13,3,-12,10,36
15846,16,16,-1,-26,4,36
15847,11,18,-8,-25,5,36
15848,22,24,-8,-15,-2,36
15849,13,14,-3,-8,8,36
15850,23,20,-1,-14,14,36
15851,21,16,-10,-5,-3,36
15852,18,16,9,-19,7,36
15853,22,22,3,-5,20,36
15854,14,17,-17,-25,5,36
15855,10,19,-14,-16,17,36
15856,22,16,-20,-20,-1,36
15857,22,20,-5,-6,18,36
15858,12,10,-12,-22,1,36
15859,9,17,7,-16,0,36
15860,21,13,-12,-9,20,36
15861,23,17,-14,-15,15,36
15862,11,14,-20,-25,-1,36
15863,23,17,6,-18,7,36
15864,24,11,7,-26,12,36
15865,15,20,-7,-21,1,36
15866,3,17,7,-19,10,36
15867,8,22,-10,-9,-2,36
15868,14,5,-6,-17,15,36
15869,21,26,6,-32,12,36
15870,1,18,-8,-14,-2,36
15871,9,8,-17,-21,-7,36
15872,21,22,1,-15,11,36
15873,12,18,4,-8,-1,36
15874,16,9,1,-24,11,36
15875,8,23,-12,-21,1,36
15876,10,13,1,-11,7,36
15877,26,22,10,-6,8,36
15878,6,11,-17,-31,16,36
15879,6,12,-10,-21,0,36
15880,4,13,-13,-20,0,36
15881,19,14,1,-7,7,36
15882,13,24,-2,-5,13,36
15883,26,18,0,-19,4,36
15884,16,1,0,-12,4,36
15885,6,11,-13,-27,10,36
