,sumA,sumO,sumE,sumN,sumC,age
3205,10,3,-10,-26,0,17
3206,4,22,-5,-12,-3,17
3207,16,13,-4,-21,0,17
3208,11,20,4,-21,10,17
3209,21,19,3,-19,13,17
3210,19,13,-11,1,9,17
3211,10,21,-11,-27,5,17
3212,25,12,-4,-9,1,17
3213,19,9,-15,-2,9,17
3214,13,14,-2,-22,12,17
3215,19,4,-3,-14,3,17
3216,9,6,-11,-29,-3,17
3217,18,10,1,-20,1,17
3218,24,21,4,-6,7,17
3219,10,20,-3,-15,14,17
3220,25,15,-7,-3,1,17
3221,18,11,-7,-18,13,17
3222,13,7,-13,-21,0,17
3223,20,19,-6,-22,9,17
3224,5,20,2,-8,-1,17
3225,22,12,0,-17,9,17
3226,14,18,3,-13,3,17
3227,12,21,-4,-19,13,17
3228,22,21,6,-31,4,17
3229,16,18,-15,-30,2,17
3230,20,7,-11,-15,7,17
3231,10,15,-8,-20,4,17
3232,5,19,10,-30,-5,17
3233,-6,20,4,-14,11,17
3234,21,24,9,-25,8,17
3235,19,22,12,-20,0,17
3236,9,10,11,-18,-1,17
3237,17,16,-7,-22,2,17
3238,7,9,-2,-17,4,17
3239,20,18,5,-25,-3,17
3240,16,11,9,-18,0,17
3241,20,20,-7,-22,12,17
3242,17,15,-3,-26,5,17
3243,16,20,-15,-26,12,17
3244,16,21,2,-10,17,17
3245,15,12,-11,-19,10,17
3246,23,19,8,-12,5,17
3247,21,24,-4,-23,6,17
3248,6,3,-16,-20,-6,17
3249,2,20,-5,-25,-1,17
3250,16,24,-9,-5,8,17
3251,20,14,-3,-7,1,17
3252,18,18,3,-15,3,17
3253,9,11,-4,-27,2,17
3254,19,14,11,-23,-7,17
3255,2,23,-17,-27,8,17
3256,4,11,-13,-9,9,17
3257,16,11,-9,-14,16,17
3258,14,12,-16,-13,-4,17
3259,7,15,12,-16,-2,17
3260,4,18,-14,-19,-3,17
3261,16,13,-3,-27,8,17
3262,12,9,-5,-12,5,17
3263,12,15,2,-26,5,17
3264,15,10,9,-22,-11,17
3265,7,20,-9,-18,2,17
3266,17,13,-2,-24,3,17
3267,6,14,-10,-29,4,17
3268,15,16,-11,-26,-1,17
3269,12,20,3,-16,6,17
3270,11,7,-12,-4,-11,17
3271,12,18,-11,-34,0,17
3272,20,11,-3,-26,9,17
3273,21,22,6,-14,6,17
3274,16,19,-1,-20,11,17
3275,17,19,-4,-21,9,17
3276,12,12,-19,-30,-8,17
3277,4,17,-17,-20,-3,17
3278,-2,17,-22,-12,-5,17
3279,13,2,-10,-18,6,17
3280,-2,10,-9,-35,7,17
3281,13,12,-2,-28,-6,17
3282,20,-1,10,-20,3,17
3283,3,7,-5,-17,-3,17
3284,12,4,-19,-29,2,17
3285,20,20,9,-22,0,17
3286,25,13,-8,-25,1,17
3287,22,20,-3,-29,6,17
3288,1,21,5,-10,-5,17
3289,17,22,-12,-17,7,17
3290,7,23,-7,-22,4,17
3291,23,22,9,-24,5,17
3292,14,13,5,-15,0,17
3293,22,22,-1,-3,-2,17
3294,-6,16,-26,-20,-2,17
3295,21,22,8,-18,-4,17
3296,12,20,-4,-25,-3,17
3297,8,21,-16,-18,6,17
3298,-3,21,-4,-15,5,17
3299,22,23,2,-8,3,17
3300,21,8,6,-9,0,17
3301,22,23,1,-13,8,17
3302,19,15,10,-8,1,17
3303,18,13,-2,-22,11,17
3304,17,17,-8,-26,2,17
3305,19,0,-2,-20,5,17
3306,15,19,-4,-11,4,17
3307,4,21,-4,-12,4,17
3308,20,9,-18,-29,1,17
3309,6,5,-10,-26,-1,17
3310,14,12,-15,-18,2,17
3311,18,16,7,-19,4,17
3312,-2,17,4,-25,-13,17
3313,16,10,-10,-24,3,17
3314,12,13,-19,-23,-5,17
3315,14,8,2,-24,4,17
3316,15,19,1,-15,0,17
3317,-9,-1,3,-20,-15,17
3318,3,11,-24,-35,-3,17
3319,7,11,-14,-26,1,17
3320,13,6,-12,-16,8,17
3321,7,12,-22,-17,-4,17
3322,16,11,-9,-18,7,17
3323,19,13,9,-21,-2,17
3324,21,5,0,-10,12,17
3325,12,19,0,-2,-5,17
3326,19,15,5,-4,6,17
3327,20,20,-20,-22,-8,17
3328,14,17,-1,-20,-4,17
3329,11,16,-1,-25,1,17
3330,19,13,2,-6,8,17
3331,15,17,-17,-28,10,17
3332,5,16,-19,-11,7,17
3333,20,24,12,-22,6,17
3334,-3,13,-14,-25,1,17
3335,10,13,-3,-13,0,17
3336,23,6,14,-30,-5,17
3337,5,24,-14,-25,8,17
3338,-4,21,-11,-36,4,17
3339,18,17,-14,-26,13,17
3340,16,12,-2,-28,-4,17
3341,20,3,-8,-23,10,17
3342,13,14,-19,-21,1,17
3343,22,21,9,-6,7,17
3344,17,24,-10,-23,2,17
3345,22,21,-6,-16,8,17
3346,-2,15,-5,-32,-2,17
3347,17,10,6,-4,10,17
3348,15,3,-9,-28,-5,17
3349,20,15,-15,-18,-5,17
3350,6,17,-2,-26,-4,17
3351,-3,10,-14,-5,5,17
3352,20,17,9,-8,-2,17
3353,9,13,-13,-8,-1,17
3354,16,15,-5,-23,6,17
3355,18,10,1,-8,8,17
3356,16,9,0,-26,-4,17
3357,14,3,-9,-23,-5,17
3358,18,24,-20,-32,-6,17
3359,13,11,-2,-8,-5,17
3360,9,10,-22,-24,0,17
3361,17,5,-16,-25,1,17
3362,11,19,-6,-25,-10,17
3363,17,18,-14,-13,4,17
3364,-2,13,-14,-27,3,17
3365,22,24,-1,-5,-2,17
3366,18,20,3,-11,2,17
3367,22,19,5,-11,-2,17
3368,12,8,-1,-19,1,17
3369,16,17,-1,-23,5,17
3370,18,13,-9,-18,-2,17
3371,9,18,6,-18,3,17
3372,5,14,-9,-11,-12,17
3373,17,9,1,-33,-4,17
3374,13,12,4,-23,3,17
3375,13,19,-7,-33,1,17
3376,19,20,-20,-22,-8,17
3377,9,22,-3,-26,-3,17
3378,17,15,10,-13,5,17
3379,17,10,-10,-28,2,17
3380,21,13,-3,-20,-8,17
3381,7,15,-4,-21,5,17
3382,13,20,5,-27,4,17
3383,18,12,4,-29,-5,17
3384,17,18,-2,-12,12,17
3385,12,8,-12,-30,4,17
3386,4,3,-11,-27,-6,17
3387,22,18,8,-11,9,17
3388,13,13,-7,-3,5,17
3389,16,16,-12,-14,11,17
3390,19,13,5,-5,11,17
3391,12,5,-3,-20,3,17
3392,11,21,-5,-2,-3,17
3393,18,19,-1,-27,-4,17
3394,19,15,-8,-24,5,17
3395,22,23,2,-15,4,17
3396,4,15,-8,-26,6,17
3397,18,21,4,-27,1,17
3398,20,20,11,-33,-8,17
3399,17,18,8,-11,18,17
3400,19,20,4,-20,12,17
3401,4,16,-23,-28,-1,17
3402,7,13,-1,-16,-5,17
3403,22,20,-4,-6,7,17
3404,17,10,-8,-22,12,17
3405,17,23,7,-4,-4,17
3406,21,13,-13,-13,4,17
3407,15,12,-2,-22,7,17
3408,17,14,-10,-20,1,17
3409,20,19,-3,-19,4,17
3410,24,22,3,-12,16,17
3411,4,12,-3,-21,7,17
3412,22,12,-10,-26,10,17
3413,12,20,-7,-16,0,17
3414,16,15,1,-12,3,17
3415,12,14,-19,-11,-4,17
3416,7,11,0,-18,-3,17
3417,22,16,-2,-26,7,17
3418,21,17,8,-14,5,17
3419,19,9,-21,-11,0,17
3420,19,22,-4,-24,-1,17
3421,0,17,-23,-15,12,17
3422,21,3,-9,-18,3,17
3423,13,4,-23,-24,0,17
3424,11,17,5,-12,0,17
3425,20,11,1,-21,-10,17
3426,26,23,9,-3,17,17
3427,23,15,4,-19,5,17
3428,14,17,-12,-28,-7,17
3429,13,8,-16,-9,14,17
3430,14,12,-6,-23,0,17
3431,10,9,-7,-25,-3,17
3432,6,20,0,-28,7,17
3433,7,19,2,-20,6,17
3434,26,25,-1,-2,9,17
3435,21,10,-22,-26,-6,17
3436,20,24,-7,-27,6,17
3437,8,10,-15,-16,-3,17
3438,16,14,2,-13,5,17
3439,4,0,-2,-14,9,17
3440,15,15,1,-8,5,17
3441,20,11,7,-19,9,17
3442,17,7,-8,-1,0,17
3443,22,26,-8,-33,-3,17
3444,11,12,-18,-7,3,17
3445,4,16,0,-13,4,17
3446,21,13,0,-26,-3,17
3447,18,21,-19,-5,4,17
3448,15,9,-8,-15,-9,17
3449,9,12,-2,-17,-2,17
3450,7,17,-7,-21,-2,17
3451,16,10,-9,-14,6,17
3452,7,17,-15,-1,-3,17
3453,20,19,3,-22,9,17
3454,11,21,0,-15,9,17
3455,12,13,-17,-30,2,17
3456,20,17,-4,-19,17,17
3457,5,5,-3,-22,4,17
3458,4,10,-23,-22,-4,17
3459,-7,16,8,-16,1,17
3460,23,17,-4,-18,3,17
3461,14,25,1,-14,-10,17
3462,9,4,-16,-14,12,17
3463,15,9,-10,-13,8,17
3464,10,11,0,-25,2,17
3465,20,20,-2,-23,6,17
3466,14,8,-12,-17,4,17
3467,22,21,-10,-11,11,17
3468,21,9,4,-1,11,17
3469,17,15,-4,-22,11,17
3470,3,12,-10,-28,-16,17
3471,19,3,-3,-29,1,17
3472,15,11,-13,-11,6,17
3473,16,20,-9,-6,7,17
3474,22,26,9,-12,4,17
3475,21,15,2,-8,14,17
3476,6,12,-17,-14,6,17
3477,21,22,-15,-23,-3,17
3478,26,6,-12,-11,1,17
3479,24,25,-17,-34,8,17
3480,21,16,-8,-23,2,17
3481,16,9,-7,-36,-2,17
3482,18,14,-2,-12,9,17
3483,19,4,-12,-21,2,17
3484,13,11,7,-3,5,17
3485,5,19,-19,-29,-13,17
3486,18,11,-17,-19,-3,17
3487,8,9,-15,-28,-4,17
3488,-2,11,-11,-30,-7,17
3489,9,11,-9,-29,0,17
3490,0,10,-15,-23,5,17
3491,21,18,1,-22,10,17
3492,7,15,4,-29,10,17
3493,22,16,9,-30,-12,17
3494,18,9,-18,-32,-6,17
3495,6,23,-5,-29,-8,17
3496,9,16,-13,-25,5,17
3497,26,21,-1,-8,3,17
3498,3,20,-9,-14,-4,17
3499,6,13,-13,-11,-7,17
3500,13,21,-22,-23,8,17
3501,21,24,-13,-20,14,17
3502,12,11,-5,-24,-6,17
3503,25,24,2,-21,-1,17
3504,18,23,-6,-19,-4,17
3505,14,9,-8,-14,6,17
3506,12,12,1,-22,7,17
3507,19,11,-15,-24,2,17
3508,18,10,-4,-20,5,17
3509,2,-2,-20,-22,-15,17
3510,20,19,-3,-6,-2,17
3511,6,22,-1,-19,-3,17
3512,16,20,-7,-16,6,17
3513,12,9,-1,-29,7,17
3514,19,14,-4,-17,7,17
3515,9,11,-5,-22,0,17
3516,18,24,-14,-32,-6,17
3517,21,15,-10,-17,0,17
3518,17,20,4,-16,4,17
3519,11,16,-6,-20,1,17
3520,22,19,3,-18,2,17
3521,24,12,7,-20,2,17
3522,3,19,10,-18,2,17
3523,-1,23,-9,-26,-7,17
3524,9,13,-17,-17,3,17
3525,10,18,-2,-19,-7,17
3526,15,10,-14,-27,-1,17
3527,5,13,-10,-20,2,17
3528,16,10,-7,-29,-3,17
3529,18,17,-8,-10,5,17
3530,7,0,-19,-34,-2,17
3531,14,7,3,-24,0,17
3532,13,18,4,-11,-12,17
3533,14,14,3,-24,-2,17
3534,10,6,-22,-34,12,17
3535,15,17,-17,-6,13,17
3536,7,15,-25,-23,-8,17
3537,1,11,-17,-12,1,17
3538,16,20,-20,-28,-2,17
3539,11,24,-10,-32,0,17
3540,5,7,8,-15,-5,17
3541,8,15,-15,-19,-7,17
3542,15,20,-11,-13,12,17
3543,12,10,2,-18,5,17
3544,12,11,13,-4,-4,17
3545,-1,13,-11,-16,1,17
3546,18,11,-10,-20,14,17
3547,-4,14,-20,-13,-1,17
3548,24,16,13,-13,12,17
3549,14,15,2,-20,-1,17
3550,17,16,-16,-32,-5,17
3551,19,19,-12,-24,4,17
3552,16,21,-7,-32,-5,17
3553,23,19,-4,-13,16,17
3554,7,13,-12,-20,4,17
3555,10,17,-2,-23,3,17
3556,22,18,-6,-28,16,17
3557,7,22,-4,-25,-3,17
3558,9,16,-6,-28,11,17
3559,15,17,-8,-17,0,17
3560,9,14,-9,-21,0,17
3561,20,15,-4,-22,-6,17
3562,22,17,-1,-28,8,17
3563,17,10,-16,-34,-4,17
3564,23,5,5,-8,1,17
3565,10,7,9,-14,5,17
3566,6,13,5,-14,-2,17
3567,11,9,-7,-10,-1,17
3568,15,12,-6,-20,9,17
3569,18,9,-16,-24,8,17
3570,16,17,4,-26,13,17
3571,6,16,-20,-11,0,17
3572,17,21,1,-15,7,17
3573,8,20,1,-27,9,17
3574,13,22,2,-28,-6,17
3575,-5,12,-12,-29,-7,17
3576,24,23,9,-8,12,17
3577,6,17,-2,-14,2,17
3578,18,13,-2,-14,10,17
3579,13,20,-16,-27,-3,17
3580,7,20,-6,-20,-3,17
3581,2,14,-18,-11,2,17
3582,18,5,-13,-22,3,17
3583,17,22,-7,-16,15,17
3584,12,4,9,-18,6,17
3585,20,19,12,-4,7,17
3586,10,17,-17,-28,-7,17
3587,10,18,-10,-32,-10,17
3588,21,22,0,-25,-7,17
3589,-2,14,8,-19,-5,17
3590,-8,0,-19,-7,-4,17
3591,9,14,-10,-25,2,17
3592,8,16,7,-17,0,17
3593,15,15,-22,-16,-7,17
3594,14,17,-2,-18,5,17
3595,4,8,-17,-22,1,17
3596,11,2,1,-17,0,17
3597,21,11,11,-19,-4,17
3598,10,11,-6,-13,6,17
3599,18,16,-5,-16,-5,17
3600,19,19,-9,-18,-2,17
3601,15,15,-16,-30,-4,17
3602,0,18,-1,-33,-5,17
3603,9,8,-13,-20,-7,17
3604,18,15,3,-15,10,17
3605,20,21,-1,-24,7,17
3606,14,22,-2,-14,-1,17
3607,11,8,8,-32,-10,17
3608,20,15,2,-15,1,17
3609,6,11,1,-20,-11,17
3610,16,8,-18,-32,3,17
3611,21,14,4,-26,-4,17
3612,-6,16,-10,-12,0,17
3613,16,15,-1,-29,0,17
3614,7,14,-7,-27,5,17
3615,11,9,-5,-9,3,17
3616,16,21,-2,-14,0,17
3617,-10,14,-22,-14,-6,17
3618,16,10,-8,-17,-3,17
3619,19,23,12,-24,2,17
3620,20,21,6,-23,-2,17
3621,23,26,-13,-23,-3,17
3622,22,23,-11,-25,19,17
3623,13,17,-2,-24,13,17
3624,10,13,3,-29,-13,17
3625,20,15,-4,-8,9,17
3626,-2,14,-12,-20,0,17
3627,26,26,6,-18,4,17
3628,13,2,3,-13,-1,17
3629,10,21,-10,-13,12,17
3630,13,14,4,-5,-7,17
3631,13,18,-6,-27,6,17
3632,16,9,-1,-21,-2,17
3633,25,21,3,-9,14,17
3634,25,23,-5,-24,2,17
3635,22,16,-12,-24,3,17
3636,4,11,-16,-31,-14,17
3637,20,21,5,-5,-1,17
3638,22,21,2,-9,-1,17
3639,11,13,0,-24,-7,17
3640,5,21,-7,-19,6,17
3641,10,23,-9,-19,-4,17
3642,18,26,14,-23,8,17
3643,17,8,-18,-18,2,17
3644,12,23,-1,-32,10,17
3645,7,4,-11,-19,0,17
3646,5,13,-11,-21,-5,17
3647,6,7,2,-13,0,17
3648,15,11,-14,-25,2,17
3649,4,5,-11,-8,-1,17
3650,11,8,-11,-20,-6,17
3651,26,10,-6,-7,-5,17
3652,18,16,1,-24,15,17
3653,2,6,-14,-24,4,17
3654,5,5,-15,-7,3,17
3655,14,15,1,-15,12,17
3656,18,16,-16,-27,0,17
3657,9,4,-8,-29,-1,17
3658,4,14,-8,-4,4,17
3659,18,17,1,-29,3,17
3660,17,9,-10,-29,-4,17
3661,10,11,-13,-23,5,17
3662,17,7,2,-20,-1,17
3663,4,8,-1,-28,-8,17
3664,16,19,-6,-24,0,17
3665,18,23,8,-16,9,17
3666,-4,22,-2,-29,-1,17
3667,5,7,-2,-8,-1,17
3668,15,17,-1,-20,3,17
3669,11,18,-9,-14,8,17
3670,15,9,9,-19,-2,17
3671,7,13,-20,-35,2,17
3672,13,14,-12,-27,-7,17
3673,10,10,-3,-25,3,17
3674,21,20,-7,-25,5,17
3675,18,16,-9,-15,14,17
3676,23,22,-17,-32,6,17
3677,21,9,8,-26,-3,17
3678,24,22,3,-24,17,17
3679,-4,12,-8,-15,-7,17
3680,23,8,-9,-21,0,17
3681,23,21,-1,-25,-2,17
3682,21,5,-7,-8,8,17
3683,14,17,-20,-22,6,17
3684,22,20,6,-11,-5,17
3685,11,15,-10,-18,-7,17
3686,17,23,8,-8,-2,17
3687,14,15,-5,-15,8,17
3688,25,19,-17,-21,3,17
3689,17,2,-11,-15,6,17
3690,3,21,-6,-9,1,17
3691,15,13,0,-21,2,17
3692,23,22,11,-12,12,17
3693,-4,17,-25,-17,-9,17
3694,12,12,-8,-18,7,17
3695,16,12,-1,-5,8,17
3696,23,21,12,-13,7,17
3697,5,14,6,-30,5,17
3698,12,8,-15,-21,4,17
3699,17,10,4,-26,-5,17
3700,11,20,-5,-17,2,17
3701,9,22,1,-28,-7,17
3702,9,16,-10,-23,7,17
3703,16,16,-5,-20,0,17
3704,4,5,-12,-19,2,17
3705,8,12,-2,-30,-8,17
3706,10,18,-8,-22,-2,17
3707,8,9,-12,-23,-5,17
3708,20,21,-18,-30,-6,17
3709,21,19,3,-30,1,17
3710,14,20,-9,-22,0,17
3711,23,8,-21,-25,-6,17
3712,3,15,-3,-14,-3,17
3713,9,7,-3,-28,-5,17
3714,9,5,1,-16,-2,17
3715,8,13,-2,-21,-1,17
3716,15,15,-8,-14,14,17
3717,13,11,7,-5,0,17
3718,-2,15,10,-32,8,17
3719,14,26,-22,-18,8,17
3720,15,8,-6,-20,8,17
3721,26,25,-9,-28,0,17
3722,25,19,6,-15,10,17
3723,15,20,-12,-22,-6,17
3724,16,24,-21,-9,7,17
3725,5,8,-15,-25,-3,17
3726,12,7,-8,-15,-6,17
3727,12,13,-13,-18,5,17
3728,6,9,-13,-21,3,17
3729,1,23,0,-22,5,17
3730,11,15,8,-17,-1,17
3731,12,14,-5,-32,3,17
3732,24,25,5,-20,16,17
3733,17,22,3,-17,14,17
3734,6,23,-9,-15,-2,17
3735,21,6,-3,-20,20,17
3736,19,25,0,-22,9,17
3737,10,20,-14,-24,5,17
3738,9,20,-11,-20,-12,17
3739,-1,15,-15,-31,-7,17
3740,12,20,-10,-22,9,17
3741,-3,2,-25,-19,-2,17
3742,16,4,-19,-29,-7,17
3743,13,9,-11,-20,5,17
3744,14,18,-20,-10,3,17
3745,15,12,-4,-9,10,17
3746,2,14,-6,-25,-8,17
3747,0,23,-9,-1,-4,17
3748,19,19,1,-17,6,17
3749,9,16,-12,-21,-2,17
3750,9,7,-8,-30,6,17
3751,9,6,-14,-19,1,17
3752,14,14,-14,-24,0,17
3753,6,17,1,-27,2,17
3754,10,6,-11,-18,0,17
3755,-8,23,-23,-28,7,17
3756,13,24,0,-18,-9,17
3757,20,21,-7,-18,10,17
3758,25,25,-19,-6,-2,17
3759,16,9,-12,-21,-6,17
3760,6,13,-11,-29,3,17
3761,26,14,10,-10,0,17
3762,5,10,-5,-23,-1,17
3763,12,15,-12,-27,-2,17
3764,4,0,-13,-24,-2,17
3765,22,18,-8,-27,5,17
3766,24,20,14,-3,20,17
3767,24,16,0,-19,4,17
3768,3,8,-9,-30,9,17
3769,10,13,-8,-19,-3,17
3770,-5,17,-13,-28,1,17
3771,15,14,1,-19,4,17
3772,13,19,-23,-24,-2,17
3773,24,26,-5,-20,4,17
3774,18,10,-5,-14,8,17
3775,22,15,-3,-22,11,17
3776,11,21,-12,-18,-8,17
3777,13,9,-3,-10,4,17
3778,11,17,-11,-13,3,17
3779,15,22,4,-23,-4,17
3780,21,15,-16,-32,7,17
3781,8,14,-8,-6,-2,17
3782,14,10,-26,-25,-8,17
3783,20,21,12,-8,-7,17
3784,12,10,-9,-17,8,17
3785,12,25,-10,-7,2,17
3786,13,16,-11,-22,1,17
3787,-1,12,-3,-18,3,17
3788,7,17,-14,-11,0,17
3789,4,18,-5,-34,3,17
3790,16,17,6,-23,12,17
3791,12,8,-4,-19,2,17
3792,3,17,-10,-24,-6,17
3793,-1,7,-18,-21,-1,17
3794,20,23,2,-29,9,17
3795,18,20,11,-8,8,17
3796,10,6,5,-19,-9,17
3797,21,8,-4,-18,5,17
3798,13,18,-9,-7,1,17
3799,18,20,-2,-14,3,17
3800,17,17,-20,-21,-5,17
3801,2,24,-16,-24,11,17
3802,16,20,-18,-33,-8,17
3803,10,13,-12,-13,5,17
3804,21,13,7,-21,9,17
3805,7,11,-10,-23,-1,17
3806,11,8,11,-28,5,17
3807,0,10,-17,-22,-1,17
3808,16,9,-14,-29,-1,17
3809,21,14,8,-17,14,17
3810,13,7,-1,-27,8,17
3811,20,17,-7,-16,5,17
3812,10,11,-7,-14,17,17
3813,10,21,-13,-28,3,17
3814,20,2,-13,-25,19,17
3815,-1,10,-22,-22,3,17
3816,11,13,-5,-16,8,17
3817,20,13,4,-6,4,17
3818,13,14,-13,-10,17,17
3819,26,26,7,-19,19,17
3820,14,10,5,-25,-7,17
3821,16,5,-6,-24,-6,17
3822,25,20,9,-18,-4,17
3823,3,20,0,-25,0,17
3824,12,20,-2,-16,0,17
3825,10,1,-4,-30,5,17
3826,11,16,5,-29,-5,17
3827,22,19,-3,-31,-4,17
3828,21,10,-15,-16,9,17
3829,-2,14,-23,-32,1,17
3830,14,7,-4,-28,5,17
3831,16,16,-3,-17,2,17
3832,8,10,-12,-26,2,17
3833,18,4,-14,-18,3,17
3834,15,14,-3,-14,14,17
3835,19,6,-15,-14,-4,17
3836,19,21,-2,-12,3,17
3837,0,18,-7,-26,14,17
3838,14,13,2,-19,5,17
3839,20,11,-7,-22,-6,17
3840,19,7,2,-18,0,17
3841,11,12,-4,-25,0,17
3842,8,14,1,-20,7,17
3843,13,14,-13,-27,-9,17
3844,15,15,-4,-24,-4,17
3845,23,21,-3,-20,6,17
3846,22,25,-19,-13,-3,17
3847,4,18,8,-20,-6,17
3848,7,17,-22,-18,4,17
3849,17,19,-6,-23,8,17
3850,23,12,-15,-16,12,17
3851,25,12,3,-11,0,17
3852,8,18,-7,-12,-11,17
3853,6,9,-4,-30,-6,17
3854,22,22,7,-20,0,17
3855,3,23,2,-10,-9,17
3856,21,7,-5,-23,7,17
3857,6,23,0,-25,-9,17
3858,9,5,-10,-27,-2,17
3859,8,8,-2,-19,2,17
3860,11,15,-5,-26,7,17
3861,9,12,-12,-21,2,17
3862,16,6,-6,-27,3,17
3863,-2,18,-17,-20,-10,17
3864,-6,22,6,-2,8,17
3865,19,19,-9,-31,8,17
3866,23,13,-8,-30,3,17
3867,21,25,-6,-13,12,17
3868,24,23,-11,-9,5,17
3869,15,13,-9,-27,0,17
3870,15,9,-4,-17,8,17
3871,18,18,5,-22,0,17
3872,21,26,-10,-27,11,17
3873,22,25,-2,-28,0,17
3874,17,20,9,-20,-4,17
3875,16,19,-14,-20,0,17
3876,18,15,5,-22,11,17
3877,24,19,-5,-14,3,17
3878,13,5,-11,-9,0,17
3879,17,13,-1,-26,10,17
3880,11,12,-4,-33,-4,17
3881,14,11,-6,-18,2,17
3882,18,13,-4,-21,0,17
3883,13,4,-13,-23,-2,17
3884,26,24,-14,-22,2,17
3885,16,14,-1,-21,7,17
3886,7,14,-10,-21,8,17
3887,15,11,-10,-20,-1,17
3888,3,16,-20,-33,-6,17
3889,5,22,-7,-13,1,17
3890,26,26,7,-6,2,17
3891,3,-1,-19,-25,-3,17
3892,22,14,2,-30,16,17
3893,4,23,-13,-16,15,17
3894,-11,17,-9,-17,-11,17
3895,21,25,-1,-5,17,18
3896,16,15,-14,-27,2,18
3897,9,3,-15,-23,3,18
3898,7,19,-22,-7,-9,18
3899,19,6,-9,-14,-1,18
3900,14,13,0,-22,3,18
3901,0,22,-19,-31,10,18
3902,12,21,-2,-21,-9,18
3903,1,13,1,-10,-4,18
3904,15,11,-10,-13,4,18
3905,-3,17,-4,-26,-15,18
3906,12,8,-9,-28,-7,18
3907,19,18,3,-17,0,18
3908,11,10,-16,-26,9,18
3909,13,22,-7,-19,2,18
3910,16,13,-4,-13,-1,18
3911,13,24,-6,-23,-5,18
3912,26,14,-1,-15,9,18
3913,16,15,-2,-16,-7,18
3914,21,16,-6,-22,12,18
3915,22,15,-11,-16,7,18
3916,2,13,-6,-19,-3,18
3917,10,11,-11,-22,-5,18
3918,14,10,-9,-28,15,18
3919,19,9,-1,-15,1,18
3920,13,18,-20,-20,-4,18
3921,19,15,5,-12,15,18
3922,19,13,0,-18,15,18
3923,14,21,-14,-18,-8,18
3924,6,9,-15,-19,-5,18
3925,15,19,0,-4,3,18
3926,26,19,8,-17,8,18
3927,12,15,8,-31,-5,18
3928,8,22,-19,-33,-6,18
3929,12,15,-3,-5,2,18
3930,23,20,-6,-14,8,18
3931,26,7,2,-34,-5,18
3932,1,20,-3,-7,-7,18
3933,-1,9,-14,-17,-2,18
3934,21,11,-9,-2,11,18
3935,8,25,-13,-7,-1,18
3936,17,12,8,-16,5,18
3937,25,15,-3,-7,13,18
3938,3,18,-1,-18,-3,18
3939,24,15,-9,-14,15,18
3940,14,6,3,-19,0,18
3941,16,0,-11,-30,3,18
3942,14,7,-13,-25,-3,18
3943,9,7,-13,-26,0,18
3944,19,13,-19,-13,8,18
3945,22,17,3,-13,-1,18
3946,23,19,2,-19,5,18
3947,7,7,-16,-30,0,18
3948,6,8,1,-21,1,18
3949,8,11,-14,-23,4,18
3950,12,7,-9,-16,-4,18
3951,11,19,-17,-7,4,18
3952,16,17,9,-22,3,18
3953,14,14,-3,-25,2,18
3954,20,16,-4,-23,3,18
3955,12,11,-1,-22,6,18
3956,21,11,-5,-17,7,18
3957,20,19,-1,-17,3,18
3958,22,22,-6,-28,4,18
3959,16,23,7,-13,15,18
3960,25,12,3,-14,1,18
3961,-4,-4,-13,-27,3,18
3962,17,8,-17,-18,13,18
3963,-5,19,4,-17,2,18
3964,14,16,-9,-30,-3,18
3965,-12,18,-1,-21,-12,18
3966,-12,4,-26,-31,1,18
3967,20,14,-10,-2,14,18
3968,23,19,0,-16,6,18
3969,12,14,-6,-20,8,18
3970,19,13,7,-19,4,18
3971,3,11,-19,-27,-4,18
3972,12,23,-6,-19,3,18
3973,9,8,-13,-23,11,18
3974,9,20,-3,-19,3,18
3975,25,15,-4,-12,-3,18
3976,18,26,8,-22,6,18
3977,14,13,-5,-15,3,18
3978,20,11,2,-15,12,18
3979,6,8,-14,-25,0,18
3980,19,21,8,-3,12,18
3981,9,15,-10,-17,-5,18
3982,17,13,-6,-20,5,18
3983,26,25,7,-14,0,18
3984,21,7,-3,0,1,18
3985,14,17,-12,-24,5,18
3986,16,15,-12,-15,5,18
3987,14,14,-4,-24,-4,18
3988,11,10,-8,-30,-7,18
3989,21,18,3,-6,8,18
3990,2,17,-22,-28,2,18
3991,5,19,-11,-29,8,18
3992,-4,16,-22,-16,11,18
3993,13,22,-18,-27,-4,18
3994,8,20,-7,-4,15,18
3995,10,11,1,-14,3,18
3996,16,21,-1,-26,-1,18
3997,23,15,1,-29,-1,18
3998,10,18,-16,-28,0,18
3999,21,16,-8,-22,7,18
4000,22,24,-3,-21,-3,18
4001,24,23,-9,-4,1,18
4002,8,6,-22,-27,-5,18
4003,14,10,-8,-24,5,18
4004,26,23,-18,-21,3,18
4005,14,12,-1,-16,1,18
4006,11,22,-12,-20,0,18
4007,8,12,-6,-8,4,18
4008,6,0,-20,-22,-4,18
4009,24,19,-22,-16,4,18
4010,8,9,-18,-33,-1,18
4011,15,12,-12,-26,0,18
4012,9,11,-7,-20,-3,18
4013,8,21,11,-15,-4,18
4014,13,5,-13,-23,4,18
4015,18,17,4,-20,-6,18
4016,4,8,-11,-28,-9,18
4017,2,2,-2,-6,0,18
4018,3,14,-8,-29,2,18
4019,4,16,-15,-25,-4,18
4020,24,21,10,-16,-2,18
