,gender,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,E_Tot,N_Tot,A_Tot,C_Tot,O_Tot
15129,1,3,4,5,4,5,4,5,3,4,4,2,4,2,1,3,4,4,4,3,4,5,5,5,4,5,4,5,4,4,5,4,5,4,4,2,3,5,5,4,4,3,4,4,2,5,5,5,2,5,5,41,31,46,40,40
15130,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,3,5,5,3,3,3,3,3,3,1,3,5,1,1,1,5,3,1,5,1,1,3,1,1,1,3,1,3,1,10,22,36,26,16
15131,2,4,4,4,4,5,4,4,2,5,4,4,4,2,4,4,5,4,5,4,4,5,5,4,5,4,5,4,4,5,4,4,2,4,5,2,4,4,5,4,4,4,5,4,5,4,4,5,4,4,4,40,40,45,38,43
15132,1,3,3,2,2,5,5,3,1,4,1,1,2,2,2,4,3,3,3,2,2,5,4,5,5,5,5,5,5,5,4,4,1,5,3,3,1,5,3,3,5,5,5,5,5,5,5,5,5,5,5,29,24,48,33,50
15133,2,1,2,1,2,2,3,2,1,5,1,1,1,1,4,3,2,2,2,2,2,1,2,2,3,4,3,4,3,3,4,2,4,5,3,3,2,3,5,5,3,3,3,5,4,2,4,4,2,5,4,20,20,29,35,36
15134,2,5,5,5,5,5,5,5,1,5,3,4,5,2,5,4,4,3,4,4,5,5,5,4,5,5,5,5,4,5,5,4,1,5,4,3,1,5,3,5,5,5,3,5,5,5,5,4,3,5,5,44,40,48,36,45
15135,2,3,5,5,3,2,4,5,4,4,1,1,5,3,2,2,2,1,2,2,4,3,4,1,5,4,4,4,3,4,5,3,3,4,4,2,1,4,3,1,4,4,2,2,2,4,3,3,3,4,2,36,24,37,29,29
15136,1,4,3,2,5,1,5,2,5,5,1,1,1,1,3,5,3,1,1,1,3,5,4,3,4,5,4,4,2,3,4,3,4,5,4,1,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,33,20,38,35,50
15137,1,3,1,3,2,3,2,2,1,2,1,2,4,1,2,4,3,3,3,2,2,4,3,4,4,3,4,4,3,2,2,4,3,5,2,3,4,4,3,4,4,4,2,3,2,4,2,4,4,4,3,20,26,33,36,32
15138,2,4,5,5,5,5,5,5,3,5,3,4,3,3,4,5,5,3,3,3,2,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,4,3,4,5,4,5,5,2,4,5,45,35,49,47,41
15139,2,3,3,3,4,4,4,1,2,3,1,2,3,2,4,1,2,1,3,1,2,4,4,2,4,5,4,3,4,5,5,5,1,5,3,3,1,5,3,5,5,3,2,4,3,4,4,3,4,4,3,28,21,40,36,34
15140,2,1,2,1,1,2,1,1,1,1,2,2,3,2,1,5,4,3,4,4,1,2,3,3,2,2,1,2,4,2,3,2,2,3,3,2,2,2,3,2,4,5,5,5,1,4,5,4,5,5,5,13,29,24,25,44
15141,2,2,4,3,2,1,5,2,2,1,5,4,4,2,1,4,4,5,4,2,2,3,5,3,5,5,3,5,2,5,4,1,1,5,4,1,1,1,2,1,3,4,5,3,5,2,3,5,3,5,4,27,32,40,20,39
15142,1,1,3,3,3,2,2,1,2,2,2,3,3,2,2,2,2,1,1,2,2,4,4,3,3,3,3,2,3,1,2,2,1,4,2,1,2,4,2,1,4,3,4,3,5,3,4,3,3,4,4,21,20,28,23,36
15143,2,2,4,5,3,3,3,5,1,1,1,5,5,4,2,5,5,5,5,5,5,2,5,3,4,4,4,5,4,5,5,4,3,5,5,1,1,4,3,5,3,1,5,4,5,3,3,5,1,3,3,28,46,41,34,33
15144,1,1,3,3,3,2,4,2,3,2,2,5,5,5,4,5,3,4,4,3,5,1,1,2,1,1,1,1,1,1,2,3,4,5,4,1,3,3,2,2,3,5,5,5,4,5,5,5,5,4,5,25,43,12,30,48
15145,2,3,4,2,2,4,5,4,5,5,3,1,4,1,3,2,1,1,1,1,3,2,5,2,3,5,4,4,4,4,4,2,2,4,4,3,5,3,3,3,3,3,2,5,4,3,5,5,5,3,4,37,18,37,32,39
15146,2,3,4,1,4,2,3,4,1,4,3,3,3,3,3,3,3,1,1,2,3,5,1,5,5,4,5,2,4,4,5,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,5,5,3,2,4,29,25,40,30,39
15147,2,1,3,3,1,3,2,1,1,1,1,1,2,1,2,3,3,2,2,3,3,5,4,5,5,5,4,5,5,4,5,3,2,3,3,2,2,2,4,1,2,5,5,5,5,4,4,5,4,4,4,17,22,47,24,45
15148,2,1,4,1,4,5,4,2,2,2,5,5,4,4,4,5,4,4,4,2,5,4,5,2,1,2,2,4,4,1,2,2,2,4,2,1,2,4,4,2,4,4,5,5,4,4,5,5,4,4,4,30,41,27,27,44
15149,2,5,5,5,4,5,5,5,3,5,5,4,3,4,4,3,3,4,4,3,4,5,5,4,5,5,3,5,4,5,5,4,5,4,5,4,5,5,3,4,4,3,3,2,2,4,3,4,1,3,3,47,36,46,43,28
15150,2,1,4,4,3,4,3,1,2,4,1,2,4,2,2,2,2,2,2,2,2,5,4,4,4,4,4,5,4,4,4,3,1,3,2,1,1,3,4,3,3,4,4,4,4,3,5,4,4,5,4,27,22,42,24,41
15151,2,2,1,2,2,3,3,2,2,2,1,4,4,3,4,4,4,4,5,4,4,3,2,5,4,3,4,2,3,2,3,3,2,4,3,1,2,2,2,1,3,4,5,4,4,3,4,4,4,4,4,20,40,31,23,40
15152,2,1,3,2,2,2,5,1,1,1,2,1,1,1,1,3,2,2,2,2,2,5,3,4,5,4,5,4,5,5,3,2,4,4,3,3,4,3,3,3,3,5,5,5,4,4,5,4,4,5,5,20,17,43,32,46
15153,1,5,5,5,5,5,5,5,5,5,5,4,5,1,4,5,5,5,4,4,1,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,1,5,5,4,5,5,5,3,5,5,4,5,5,5,5,50,38,49,43,47
15154,2,3,2,2,2,4,4,3,4,1,2,2,2,2,3,2,2,4,4,2,3,4,4,3,5,4,5,4,4,5,4,3,3,4,2,2,2,4,2,2,4,4,5,5,5,5,5,4,4,4,4,27,26,42,28,45
15155,1,2,5,3,3,2,5,1,4,4,2,1,2,1,1,3,1,3,3,1,1,5,4,1,4,4,5,4,5,4,5,3,4,5,2,2,4,4,2,2,4,3,5,5,5,4,5,5,3,5,5,31,17,41,32,45
15156,2,2,3,3,4,3,1,4,3,2,1,1,3,1,1,1,2,1,1,1,2,1,3,3,4,1,5,5,4,2,3,4,4,4,5,3,3,5,4,5,3,1,5,2,5,4,2,4,1,5,2,26,14,31,40,31
15157,1,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,4,4,5,3,5,4,2,3,3,4,3,3,3,5,5,4,4,3,5,4,4,4,3,4,5,5,5,5,5,4,4,5,5,48,45,33,41,47
15158,2,3,4,5,3,5,1,5,4,3,4,1,4,2,4,2,2,2,3,2,3,1,5,3,5,4,4,4,4,4,4,3,3,4,2,1,2,4,3,2,3,3,4,2,4,2,4,3,1,4,4,37,25,38,27,31
15159,1,1,1,1,1,2,4,1,4,4,1,2,2,2,4,2,3,2,3,2,2,2,3,2,3,3,3,3,3,3,2,2,2,5,3,2,5,3,3,4,3,5,5,5,5,5,5,5,5,5,5,20,24,27,32,50
15160,2,2,4,4,2,5,2,2,2,4,4,1,2,1,3,2,1,2,2,2,2,5,5,4,5,5,5,4,4,5,4,2,1,3,3,2,1,4,2,2,3,3,4,5,4,4,1,4,4,4,4,31,18,46,23,37
15161,1,1,3,3,1,3,2,1,2,5,1,5,5,3,5,3,5,5,5,5,5,1,4,2,2,5,3,2,1,2,5,4,3,4,5,3,4,5,3,5,5,4,3,5,5,4,5,5,4,5,3,22,46,27,41,43
15162,3,3,2,4,2,2,2,1,2,2,2,3,3,3,1,3,3,1,2,3,2,2,3,5,3,2,2,2,4,1,4,2,3,4,2,2,2,3,2,4,3,4,5,5,5,3,4,5,4,5,4,22,24,28,27,44
15163,2,2,4,4,2,4,4,5,2,3,3,2,2,2,2,2,4,3,4,5,1,4,4,5,5,4,5,4,5,5,4,3,3,5,3,2,4,3,4,2,4,5,5,2,5,4,3,2,5,5,4,33,27,45,33,40
15164,1,3,4,4,3,2,4,1,2,5,2,3,4,3,2,3,2,2,2,3,3,5,4,5,4,3,5,4,5,5,5,3,2,2,3,2,2,4,2,2,5,4,3,4,5,4,5,4,4,5,5,30,27,45,27,43
15165,2,2,2,3,3,4,3,4,2,2,2,2,3,2,2,1,3,1,2,1,2,2,3,1,3,4,2,2,4,3,3,4,3,5,4,4,2,5,3,3,4,4,4,5,4,5,5,5,4,4,4,27,19,27,37,44
15166,2,3,4,4,4,3,4,3,3,5,1,2,3,2,2,2,2,2,2,1,1,3,4,3,3,3,3,4,2,5,5,3,3,4,3,3,4,4,3,5,5,3,5,3,4,3,3,5,3,5,5,34,19,35,37,39
15167,2,2,2,4,2,2,2,1,2,2,1,2,3,1,2,1,4,1,1,1,2,5,5,4,5,4,3,3,4,5,2,5,4,4,3,3,3,4,3,4,3,3,3,4,3,4,4,4,2,3,4,20,18,40,36,34
15168,1,5,5,5,4,4,3,4,3,3,4,5,4,2,3,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,4,5,5,3,2,5,4,3,4,3,5,3,4,5,4,2,4,4,40,42,49,39,38
15169,1,4,5,5,5,4,5,5,5,5,4,3,3,2,2,2,2,5,5,2,4,3,4,1,2,3,1,4,2,3,4,4,3,4,4,2,3,3,3,3,4,4,5,4,5,3,5,5,4,4,5,47,30,27,33,44
15170,2,2,4,3,3,3,3,3,3,2,3,4,3,3,3,4,4,3,3,4,4,5,5,4,4,4,3,4,4,3,4,4,5,4,4,3,4,5,4,3,3,5,4,3,5,3,3,3,4,4,3,29,35,40,39,37
15171,2,2,4,4,1,5,2,4,4,4,4,2,4,4,4,5,5,4,2,5,2,1,2,5,5,4,5,2,4,4,5,5,2,5,1,3,4,5,5,5,5,4,4,5,4,5,5,5,1,4,5,34,37,37,40,42
15172,2,2,3,4,4,4,4,3,3,3,4,4,2,3,3,4,5,3,3,4,3,4,5,3,3,4,1,4,4,4,3,3,3,4,4,1,3,3,3,2,4,4,4,4,4,2,5,4,4,4,4,34,34,35,30,39
15173,2,4,2,4,1,4,2,2,5,5,1,1,4,1,1,1,1,1,1,1,5,2,4,2,4,3,5,1,4,4,4,1,5,3,3,2,5,4,5,4,4,3,3,5,3,4,4,4,2,2,3,30,17,33,36,33
15174,3,2,2,1,2,2,4,1,1,2,1,4,3,2,1,5,2,2,2,1,1,4,4,1,4,1,2,4,2,4,1,1,2,3,1,1,2,1,1,1,2,5,5,4,5,2,4,5,5,4,3,18,23,27,15,42
15175,2,1,1,1,1,1,1,1,1,1,1,3,3,4,2,3,4,1,4,1,2,3,1,5,5,4,3,1,5,3,5,1,4,3,2,3,3,2,3,1,3,2,3,2,3,1,3,2,2,3,2,10,27,35,25,23
15176,1,2,4,3,4,5,5,4,1,2,1,2,1,1,3,5,5,4,4,2,4,4,4,3,3,4,1,4,2,3,4,4,3,5,5,4,5,4,4,4,5,5,5,5,5,4,5,5,5,5,5,31,31,32,43,49
15177,2,2,5,4,3,4,1,4,4,3,4,3,4,2,4,3,2,3,3,3,4,3,3,3,3,4,3,5,3,4,3,2,3,3,4,2,3,2,4,3,2,3,3,5,3,2,2,3,1,3,2,34,31,34,28,27
15178,2,4,3,5,4,5,4,4,2,4,3,5,4,3,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4,4,4,5,4,4,4,5,5,4,3,5,5,4,5,4,38,41,50,39,44
15179,1,2,1,3,1,1,4,1,2,1,1,4,3,2,3,5,3,2,5,3,3,5,4,5,5,1,5,5,5,5,5,2,3,5,5,5,5,1,3,5,5,2,3,3,4,3,4,2,1,5,3,17,33,45,39,30
15180,1,1,5,3,1,1,3,1,1,3,2,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1,5,1,1,3,4,5,3,5,2,5,5,3,4,3,5,4,2,3,5,3,5,3,1,3,21,50,17,39,34
15181,2,3,3,3,3,3,3,2,3,2,3,3,4,2,2,1,3,3,4,2,3,5,4,5,5,5,5,4,4,5,5,4,2,4,3,3,4,4,3,3,4,4,4,5,4,5,4,4,3,5,4,28,27,47,34,42
15182,2,3,3,2,3,2,4,4,2,3,1,4,4,3,2,3,3,3,5,3,4,5,5,4,4,5,3,5,2,5,4,2,4,4,4,3,3,4,3,2,3,3,2,5,4,4,5,4,2,3,4,27,34,42,32,36
15183,2,4,5,4,5,5,4,4,5,5,5,1,2,2,3,2,2,2,2,3,5,5,5,3,5,4,5,4,3,4,2,2,3,2,2,3,2,4,4,2,2,1,2,3,4,3,3,2,1,2,3,46,24,40,26,24
15184,2,1,5,5,1,5,3,5,1,1,1,1,2,1,1,1,1,5,1,1,1,2,5,3,5,5,5,2,5,5,5,1,5,5,2,2,1,5,3,4,5,5,1,5,5,5,5,5,5,5,1,28,15,42,33,42
15185,2,3,3,3,3,3,2,1,1,4,3,1,4,1,1,1,1,1,3,1,1,1,5,5,5,5,5,5,4,5,4,3,3,3,3,3,1,5,3,1,1,4,1,3,3,3,3,5,5,5,1,26,15,44,26,33
15186,1,4,2,2,1,1,4,1,1,1,1,4,4,1,2,5,4,5,4,5,4,5,5,5,4,1,5,5,4,5,5,1,2,3,5,2,5,4,5,4,4,3,2,2,1,1,2,3,4,5,2,18,38,44,35,25
15187,1,3,4,3,4,2,4,2,2,2,2,5,5,5,5,3,5,4,5,4,4,5,3,4,3,3,3,4,3,3,2,3,2,4,3,2,2,3,4,2,3,3,2,4,2,3,4,3,2,3,3,28,45,33,28,29
15188,2,1,5,4,5,3,5,3,3,5,2,2,1,1,1,2,2,1,1,4,1,5,5,2,1,4,1,4,4,2,3,4,5,4,4,2,4,5,3,4,4,2,3,2,3,5,3,5,3,5,5,36,16,31,39,36
15189,1,1,1,3,1,2,2,2,1,2,2,2,2,2,1,2,2,3,4,3,2,4,4,3,3,5,4,3,4,4,2,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,17,23,36,36,40
15190,2,2,3,2,3,2,4,2,3,3,1,5,2,4,4,4,4,4,5,2,5,2,2,4,2,2,3,2,3,2,2,5,2,5,5,3,4,4,5,4,5,5,5,5,5,4,5,5,5,4,5,25,39,24,42,48
15191,2,2,4,3,3,5,5,1,3,2,4,2,3,2,3,3,2,2,2,2,4,5,4,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,2,5,3,2,5,4,5,5,3,2,5,5,32,25,48,45,39
15192,2,4,4,4,4,4,4,3,4,4,2,3,3,3,2,2,3,2,2,3,3,5,5,3,5,4,5,5,4,5,5,2,1,2,2,1,2,2,2,1,2,5,3,5,4,4,5,5,5,5,4,37,26,46,17,45
15193,2,1,2,1,1,2,4,1,5,1,2,1,3,1,3,1,3,5,5,3,3,5,5,3,5,3,4,3,5,5,5,3,1,5,3,1,1,4,3,3,1,4,5,5,5,4,5,5,4,5,4,20,28,43,25,46
15194,1,3,4,1,2,1,3,3,3,2,1,3,3,1,2,3,4,2,2,2,2,5,3,2,5,1,4,3,2,4,1,3,1,4,2,1,2,4,4,1,3,4,2,5,3,3,2,4,4,4,5,23,24,30,25,36
15195,2,5,5,4,4,3,5,3,3,4,1,2,3,2,3,2,2,3,4,3,3,3,4,3,3,4,3,4,3,3,3,2,3,5,4,3,3,4,3,3,3,3,4,4,4,3,5,4,2,4,3,37,27,33,33,36
15196,2,4,3,4,3,4,2,3,3,4,1,3,5,2,3,3,3,2,3,3,4,2,5,3,5,4,5,4,4,5,5,5,2,5,3,4,3,4,2,4,4,4,2,5,2,4,4,4,3,4,4,31,31,42,36,36
15197,1,3,2,4,4,4,3,2,5,1,2,4,3,4,2,4,5,3,2,5,4,3,4,4,3,3,2,4,3,1,3,2,2,4,3,3,4,4,5,4,4,3,4,3,4,3,5,4,2,2,4,30,36,30,35,34
15198,2,4,5,4,4,4,4,5,4,5,5,2,3,2,3,2,2,2,2,2,3,5,5,4,4,4,5,5,4,1,4,4,2,4,2,2,1,5,3,4,4,4,4,4,4,5,5,4,4,4,5,44,23,41,31,43
15199,2,5,5,5,4,5,5,5,5,5,3,3,1,1,3,3,3,3,1,4,3,4,5,4,2,4,5,5,3,5,5,3,5,3,3,5,3,5,3,3,3,3,3,5,3,4,3,5,3,3,5,47,25,42,36,37
15200,1,2,2,3,5,3,5,3,1,5,3,1,1,1,5,1,1,5,5,1,2,2,4,5,5,5,1,4,3,1,5,5,3,5,1,3,3,5,3,5,5,4,5,5,1,5,5,5,4,5,5,32,23,35,38,44
15201,2,3,3,4,3,3,3,2,2,2,3,1,2,1,2,3,4,2,4,1,4,5,3,4,4,4,5,4,4,3,4,4,4,5,4,4,4,5,5,5,5,5,4,5,4,5,5,3,4,5,5,28,24,40,45,45
15202,2,4,3,3,3,3,4,2,4,1,3,3,3,3,2,1,3,3,3,3,4,5,5,4,5,5,4,5,3,5,4,2,2,4,3,2,2,4,3,2,3,5,5,4,5,3,5,3,3,5,3,30,28,45,27,41
15203,1,4,5,5,5,5,5,5,5,5,5,4,4,4,3,4,5,4,5,4,4,5,5,5,4,5,2,5,4,4,4,3,3,3,3,3,4,4,5,1,4,2,4,3,4,4,3,4,3,2,4,49,41,43,33,33
15204,2,4,4,5,5,5,4,4,5,5,3,5,4,1,4,5,5,3,5,5,5,5,5,5,5,5,4,5,4,4,3,4,4,5,5,4,5,5,5,1,4,4,5,3,5,4,4,4,2,5,4,44,42,45,42,40
15205,2,3,4,3,3,5,4,3,4,4,4,2,2,1,2,3,2,4,4,2,4,5,3,3,5,4,3,4,3,4,4,4,2,5,4,2,2,4,5,4,5,5,4,3,5,4,3,5,5,4,5,37,26,38,37,43
15206,1,4,4,3,3,4,4,4,3,3,3,3,3,2,2,3,3,3,3,3,3,5,4,5,4,4,4,4,4,4,3,3,4,4,3,2,2,3,3,3,4,4,3,5,4,3,5,4,4,4,3,35,28,41,31,39
15207,1,2,2,2,2,2,3,3,1,2,1,4,4,2,4,3,3,4,4,4,4,5,5,4,5,5,4,5,4,4,3,2,2,4,3,2,4,4,4,2,3,4,5,4,5,4,4,4,2,4,3,20,36,44,30,39
15208,1,4,2,2,1,4,4,4,1,3,4,4,2,3,3,3,3,2,1,2,3,1,2,2,1,1,1,1,2,2,4,4,4,5,2,3,5,4,3,4,4,3,5,5,5,5,5,4,4,4,5,29,26,17,38,45
15209,1,3,4,5,1,5,4,4,5,5,2,2,2,2,4,2,2,2,1,2,2,2,4,3,5,4,5,4,4,5,4,2,1,2,2,3,1,5,2,3,3,2,4,5,3,5,5,5,3,4,5,38,21,40,24,41
15210,2,1,2,1,1,4,3,3,1,1,1,1,1,1,1,5,1,3,2,5,1,5,3,5,5,3,5,3,5,5,5,3,1,5,4,1,1,4,5,1,5,5,4,5,3,5,5,4,5,5,5,18,21,44,30,46
15211,2,1,2,4,1,4,3,1,2,2,1,2,5,1,1,3,2,2,2,3,1,5,5,5,5,5,5,5,3,5,3,4,2,4,2,3,2,5,5,4,3,3,4,5,5,3,5,3,2,5,4,21,22,46,34,39
15212,2,2,3,3,2,3,3,2,2,1,2,3,4,2,2,3,4,3,4,4,4,4,4,4,3,4,3,3,4,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,3,2,4,4,2,4,4,23,33,35,37,35
15213,2,3,4,4,3,4,3,5,2,3,4,2,4,2,1,1,1,1,1,1,1,4,5,4,5,5,4,5,4,4,4,2,1,4,1,2,1,4,3,4,4,3,4,5,4,3,5,3,2,5,4,35,15,44,26,38
15214,1,2,3,1,2,2,2,2,3,3,2,4,1,1,1,1,1,2,3,1,3,2,3,3,5,3,4,3,5,5,4,1,1,3,3,1,2,4,4,2,3,4,3,4,2,4,4,2,5,5,4,22,18,37,24,37
15215,2,3,4,4,1,5,5,5,4,2,1,2,3,2,3,3,4,3,3,4,3,3,2,5,5,5,5,4,4,5,5,3,1,5,2,4,4,2,3,3,2,5,5,5,5,5,5,5,5,5,5,34,30,43,29,50
15216,2,3,2,5,3,4,5,4,5,5,5,5,1,3,4,5,5,3,5,5,5,4,5,5,4,5,1,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,3,1,1,41,41,43,49,38
15217,1,2,3,3,1,2,3,1,2,1,1,2,3,2,2,2,3,2,2,2,3,3,4,2,4,4,5,3,3,5,3,4,3,5,3,4,3,5,5,5,4,4,4,5,1,4,5,4,3,5,5,19,23,36,41,40
15218,1,2,3,4,2,1,4,1,2,1,1,2,2,1,1,2,1,4,4,1,1,5,5,4,5,5,5,5,5,5,4,5,2,5,5,1,1,2,3,1,5,5,5,5,5,5,5,5,5,5,5,21,19,48,30,50
15219,2,4,5,4,4,4,4,4,4,4,4,2,3,2,2,2,4,3,2,2,3,3,5,3,3,4,3,2,3,4,4,2,4,3,3,2,3,3,4,3,2,5,5,5,4,4,5,4,4,4,5,41,25,34,29,45
15220,1,2,2,3,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,3,3,4,4,4,5,4,4,5,4,4,3,4,3,4,4,4,3,4,4,3,4,3,29,40,34,41,36
15221,2,3,5,5,4,5,4,5,4,5,3,2,4,1,3,4,4,1,1,2,3,4,4,1,3,5,4,5,4,5,3,4,3,5,3,3,3,3,3,5,3,5,4,5,4,4,5,4,5,5,4,43,25,38,35,45
15222,2,2,4,4,3,4,3,3,3,2,3,2,2,2,2,3,2,3,2,3,2,2,4,4,4,5,4,5,3,4,3,1,2,3,2,5,1,4,1,3,2,3,4,4,5,2,4,3,2,4,2,31,23,38,24,33
15223,2,2,3,4,2,4,5,1,2,2,1,2,2,1,2,3,5,5,4,4,4,4,2,5,4,3,2,5,4,5,5,3,3,5,3,3,5,3,3,1,5,5,3,3,3,4,5,5,4,5,5,26,32,39,34,42
15224,2,3,4,5,4,2,5,5,2,4,2,3,4,4,3,3,4,4,4,4,4,5,5,5,5,5,4,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,5,4,5,4,4,5,3,5,4,36,37,42,38,43
15225,1,2,2,4,2,2,2,1,2,3,3,5,3,4,3,5,5,4,5,4,4,1,3,2,4,2,2,2,3,3,4,4,2,4,3,2,3,4,3,2,4,5,4,2,4,3,2,4,4,3,3,23,42,26,31,34
15226,1,3,3,5,4,4,4,3,2,3,3,2,4,2,2,3,2,3,3,3,3,4,4,4,4,4,5,4,3,4,4,2,2,2,2,1,2,4,2,3,2,4,4,4,5,3,5,4,4,4,4,34,27,40,22,41
15227,2,4,5,4,3,3,5,2,4,4,3,4,4,2,1,2,3,1,1,2,1,4,5,3,2,2,3,3,1,4,5,3,5,5,4,2,5,1,5,4,4,4,4,5,2,5,5,5,4,5,5,37,21,32,38,44
15228,2,4,4,3,3,4,4,2,2,2,4,3,5,4,3,2,4,3,4,4,2,4,3,4,4,4,4,4,4,4,4,2,2,3,3,2,1,3,4,3,3,3,4,4,4,4,4,2,3,4,5,32,34,39,26,37
15229,1,1,1,3,2,1,3,2,5,5,1,5,5,3,2,5,5,4,5,5,2,2,4,5,5,4,4,4,4,5,5,4,3,2,3,5,1,4,5,4,3,3,2,5,4,4,5,5,2,5,4,24,41,42,34,39
15230,1,1,2,4,2,2,2,2,2,4,2,1,3,1,4,2,1,2,2,2,3,2,5,4,5,3,3,2,3,4,3,4,3,4,2,3,2,1,2,2,4,4,3,5,4,2,4,3,1,3,2,23,21,34,27,31
15231,1,2,5,5,5,5,5,3,4,4,4,2,2,1,3,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,4,4,5,4,3,4,3,5,5,4,5,5,4,5,5,4,5,5,5,4,42,37,48,41,47
15232,1,4,5,5,5,5,5,5,5,5,5,3,3,2,4,3,3,5,5,4,4,5,5,4,5,5,3,5,5,5,5,1,3,1,2,1,2,5,2,2,3,4,5,2,5,2,2,3,4,4,2,49,36,47,22,33
15233,2,1,4,1,3,3,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,5,4,1,4,5,4,5,5,4,1,1,2,1,1,1,1,3,3,4,1,4,2,4,5,2,5,3,3,5,4,27,10,38,18,37
15234,2,4,4,4,3,5,4,5,2,5,1,5,3,3,4,4,2,4,4,3,4,5,5,5,5,5,3,5,4,5,3,3,3,4,1,4,4,4,5,3,5,5,5,5,5,5,5,4,4,5,5,37,36,45,36,48
15235,1,2,3,3,3,3,4,1,4,4,1,1,3,1,5,2,1,1,2,2,1,2,4,2,4,4,5,4,4,4,4,2,1,4,1,1,1,4,3,3,5,4,2,5,5,4,5,3,4,5,5,28,19,37,25,42
15236,1,4,4,5,5,4,5,5,5,4,4,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,3,1,1,1,2,1,1,2,3,1,1,5,5,5,5,2,5,1,4,5,4,45,45,47,14,41
15237,2,1,1,4,5,3,1,3,2,1,3,2,3,1,3,1,2,3,3,3,3,1,4,5,5,5,5,4,5,5,4,5,5,5,1,5,2,1,2,5,5,2,1,5,1,5,5,5,2,3,5,24,24,43,36,34
15238,2,4,1,3,1,2,3,5,1,2,1,1,1,1,5,2,3,3,3,1,1,1,4,5,5,3,5,4,2,3,3,5,1,5,3,2,4,4,5,4,5,5,2,3,5,3,3,4,3,5,4,23,21,35,38,37
15239,2,3,2,3,2,2,2,3,2,3,2,1,3,1,4,1,1,1,2,2,3,2,3,3,3,4,4,2,3,4,3,4,3,4,4,5,3,5,4,5,5,4,4,5,4,4,5,4,3,4,3,24,19,31,42,40
15240,1,3,5,4,5,5,5,3,3,3,3,1,1,2,2,1,1,2,2,1,5,4,4,1,3,4,3,3,3,4,3,5,2,4,2,3,3,3,3,5,5,4,3,3,1,4,3,5,4,5,4,39,18,32,35,36
15241,2,2,2,3,4,1,2,1,2,5,1,4,2,4,2,4,3,3,3,3,4,4,1,3,1,4,2,1,2,3,2,1,2,2,3,2,2,3,5,3,5,2,5,3,5,4,4,3,1,4,4,23,32,23,28,35
15242,2,5,5,1,3,2,4,1,1,1,1,1,3,1,1,1,2,2,2,3,1,5,5,5,5,5,5,5,5,5,2,1,1,5,1,1,2,3,4,1,3,5,5,5,5,4,5,3,4,5,5,24,17,47,22,46
15243,1,2,4,3,3,3,4,2,4,4,2,3,2,2,2,3,3,3,3,3,5,3,3,2,3,3,2,3,3,4,2,4,3,3,4,5,3,2,5,3,5,4,5,4,5,4,5,4,3,4,4,31,29,28,37,42
15244,2,2,2,4,4,4,4,4,4,4,3,2,3,2,3,1,2,2,2,1,3,2,4,5,5,3,5,4,3,4,5,3,3,4,2,3,2,4,3,2,5,2,3,5,3,4,4,3,2,5,4,35,21,40,31,35
15245,1,1,1,2,2,2,4,1,1,5,1,2,3,1,2,1,3,2,3,2,2,5,4,5,4,5,4,5,3,4,4,4,3,4,3,3,2,4,4,2,4,4,4,5,4,4,5,4,4,5,3,20,21,43,33,42
15246,1,2,2,3,2,2,3,1,3,4,1,2,3,2,3,3,2,2,2,4,2,3,4,2,4,4,3,3,4,4,5,5,4,4,4,5,4,4,5,3,4,4,2,4,2,5,4,4,4,4,4,23,25,36,42,37
15247,2,3,3,2,2,2,2,1,5,5,1,1,2,1,2,2,1,1,1,1,1,4,3,1,4,4,2,3,3,4,3,4,1,3,2,2,1,4,4,3,5,3,1,1,1,3,1,3,3,1,1,26,13,31,29,18
15248,2,3,2,2,4,4,4,2,4,3,2,2,2,1,1,1,1,3,1,1,1,2,5,3,5,5,5,5,4,5,5,4,3,3,2,3,3,3,4,3,3,5,5,5,5,5,5,3,5,5,5,30,14,44,31,48
